17,0.1
18,0.5
27,0.1
28,1.4
29,0.2
30,0.2
32,0.1
38,0.1
39,0.4
40,0.1
41,0.1
42,0.2
43,0.1
44,0.4
45,0.2
46,0.2
50,0.4
51,1
52,0.4
53,0.1
54,0.1
57,0.1
58.5,0.1
61,0.1
62,0.3
63,0.8
64,0.3
64.5,0.2
65,0.5
65.5,0.1
66,0.1
67,0.1
70.5,0.1
74,0.7
75,0.8
76,0.9
77,5.4
78,0.8
78.5,0.1
79,1.1
79.5,1.2
80,0.2
86,0.1
87,0.2
88,0.2
89,0.9
90,0.6
91,0.2
92,0.1
93,0.1
98,0.1
99,0.1
100,0.1
101,0.7
102,2.6
103,5.2
104,0.7
105,0.1
113,0.2
114,0.3
115,1.2
116,0.5
117,2.2
118,0.4
126,0.1
127,0.1
128,1.7
129,3.1
130,100
131,10.5
132,1.8
133,0.2
140,0.3
141,0.2
142,0.7
143,0.6
144,0.2
155,0.4
156,0.4
157,0.7
158,2
159,2.1
160,0.3
168,0.1
169,0.1
170,0.1
171,0.1
187,0.1
202,0.1
204,5.6
205,0.7
206,0.1
