12,0.3
13,0.1
14,0.1
15,0.2
16,0.3
17,3.7
18,16.7
24,0.2
25,0.4
26,1.3
27,2.1
28,8
29,0.4
30,0.1
31,0.2
32,1.1
33,0.1
34,0.3
36,0.9
36.5,0.3
37,6.9
37.5,2.3
38,10.9
38.5,0.5
39,8
40,1.2
41,2.5
42,1.1
43,0.7
44,3.2
45,8.9
46,1.1
47,0.5
48,1.2
49,3.5
50,36.6
50.5,0.2
51,3.3
51.5,0.2
52,6.2
52.5,0.3
53,2
54,1.1
55,10.5
56,0.4
57,0.9
58,4.3
59,0.8
60,1
61,1.6
62,1.5
62.5,0.1
63,3.5
64,2.7
65,26.7
66,4.6
67,0.5
68,0.2
69,0.6
70,0.5
71,1.1
72,0.8
73,3.7
74,11.8
75,9
76,81.4
77,6.8
78,1.4
79,0.4
80,2.7
81,0.9
82,0.2
83,0.2
84,0.3
85,0.4
86,0.2
87,0.1
88,0.1
89,0.4
90,0.8
91,2.2
92,60
93,13.8
94,1
95,0.2
95.5,0.5
96,0.4
97,0.6
98,0.7
99,3.4
100,4.4
101,0.7
102,0.4
103,0.6
104,100
105,8.1
106,10.2
107,0.3
108,33.7
109,3.2
110,8.1
111,0.8
112,0.2
113,0.1
115,0.2
116,0.1
117,0.2
118,0.7
119,0.9
120,0.2
121,0.1
122,0.3
123,0.6
124,1.6
125,3.8
126,0.4
127,0.3
129,0.1
130,0.7
131,0.5
132,0.5
133,0.2
135,0.1
136,0.7
137,0.1
138,0.1
139,0.7
140,10.1
141,1.1
142,0.5
146,0.1
147,0.6
148,21.8
149,2.3
150,0.4
151,0.2
152,0.1
153,0.1
154,0.1
156,50.4
157,5.2
158,2.9
159,0.3
160,0.1
160.5,0.2
163,0.3
164,0.9
165,0.3
166,2
167,0.5
170,0.1
174,0.1
177,0.1
178,0.4
179,1.4
180,0.3
184,0.1
189,0.2
190,3.2
191,36.6
192,4.2
193,2
194,0.6
195,0.2
196,0.1
210,0.2
211,0.8
212,0.2
222,9.5
223,3.1
224,0.4
238,1
239,0.4
254,0.1
255,6.5
256,0.9
257,0.6
270,0.3
286,1
287,0.3
320,1.1
321,2.6
322,0.5
323,0.2
385,0.4
392,0.1
393,2.3
394,0.2
395,0.2
408,1.1
409,0.1
410,0.1
