,x,y
0,0.0,0.015322150846602631
1,0.003334722801167153,-0.02522304157920071
2,0.006669445602334306,-0.011577146847830056
3,0.010004168403501459,0.2215477090547445
4,0.013338891204668612,-0.04089001097912011
5,0.016673614005835766,-0.0514539629076811
6,0.020008336807002917,-0.22752392811145333
7,0.023343059608170073,-0.07196434109573024
8,0.026677782409337224,0.027475188142332026
9,0.030012505210504376,-0.04459896024951701
10,0.03334722801167153,-0.08087473865110521
11,0.03668195081283868,0.22094655577179217
12,0.040016673614005835,0.13735829202164454
13,0.04335139641517299,0.005170750520661224
14,0.046686119216340145,-0.07755678286490802
15,0.0500208420175073,0.1573023012071395
16,0.05335556481867445,0.12477918894721496
17,0.0566902876198416,0.0012454318612448792
18,0.06002501042100875,0.060791427411296214
19,0.0633597332221759,0.21496687849129292
20,0.06669445602334306,0.4300558621427282
21,0.07002917882451021,0.15755611500634567
22,0.07336390162567737,-0.019703380495214848
23,0.07669862442684452,-0.17382434994194731
24,0.08003334722801167,-0.12180551926779157
25,0.08336807002917883,0.016872937893743736
26,0.08670279283034597,-0.006753280905545321
27,0.09003751563151313,0.19564045235900832
28,0.09337223843268029,0.3381840702541872
29,0.09670696123384744,0.3052479931876512
30,0.1000416840350146,0.05730157189871293
31,0.10337640683618174,0.08212602786403703
32,0.1067111296373489,0.040295346854586064
33,0.11004585243851606,0.12315264653602567
34,0.1133805752396832,0.2250514351838298
35,0.11671529804085036,0.09597808532289427
36,0.1200500208420175,-0.010577504542360928
37,0.12338474364318466,0.1100229503484034
38,0.1267194664443518,0.18547437871412467
39,0.13005418924551898,0.14363950267538642
40,0.13338891204668613,0.24386314615099144
41,0.13672363484785327,0.22364086568938682
42,0.14005835764902042,-0.0480764532509691
43,0.1433930804501876,0.04705507798209242
44,0.14672780325135473,0.15646454540132282
45,0.15006252605252188,0.10813970546618877
46,0.15339724885368905,0.06970816588271209
47,0.1567319716548562,-0.11322538047849318
48,0.16006669445602334,-0.10759546467287245
49,0.1634014172571905,-0.15014847365255513
50,0.16673614005835766,-0.017324648855225597
51,0.1700708628595248,-0.062424916228897134
52,0.17340558566069195,0.0361013104903751
53,0.17674030846185912,-0.07646668133471285
54,0.18007503126302626,-0.2632068868628786
55,0.1834097540641934,0.10968594210896017
56,0.18674447686536058,0.08801494963334008
57,0.19007919966652773,0.14060218393280144
58,0.19341392246769487,-0.024440651982725256
59,0.19674864526886204,-0.00888102056971965
60,0.2000833680700292,-0.13855973566897908
61,0.20341809087119633,0.012331291261072116
62,0.20675281367236348,0.07247239211795856
63,0.21008753647353065,0.0963823917627843
64,0.2134222592746978,0.1860079678577009
65,0.21675698207586494,0.36576092904395097
66,0.2200917048770321,0.16370492597104752
67,0.22342642767819926,0.031289790878732536
68,0.2267611504793664,-0.053085991480777084
69,0.23009587328053355,-0.061957392872449085
70,0.23343059608170072,-0.08961638522046787
71,0.23676531888286786,0.09070305982603447
72,0.240100041684035,-0.3007457112566702
73,0.24343476448520218,0.11559235921546021
74,0.24676948728636933,0.34442627355013233
75,0.25010421008753647,0.18891885480283502
76,0.2534389328887036,0.048855810822000065
77,0.25677365568987076,-0.10762963082253774
78,0.26010837849103796,-0.04620923000252144
79,0.2634431012922051,-0.036526677356718856
80,0.26677782409337225,-0.2525457693258512
81,0.2701125468945394,-0.3984783559624794
82,0.27344726969570654,-0.1464110874159577
83,0.2767819924968737,0.04099520579693343
84,0.28011671529804083,-0.10307497092510032
85,0.28345143809920803,-0.13303261621871537
86,0.2867861609003752,-0.07839186729931785
87,0.2901208837015423,-0.15574977045712102
88,0.29345560650270947,0.026890804942981017
89,0.2967903293038766,0.01738462079050517
90,0.30012505210504375,-0.009553489024438876
91,0.30345977490621096,-0.1862087343261558
92,0.3067944977073781,-0.28132225420010426
93,0.31012922050854524,-0.1601048666630603
94,0.3134639433097124,-0.3695369406030422
95,0.31679866611087953,-0.21618016277570803
96,0.3201333889120467,-0.11717041716458568
97,0.3234681117132138,-0.1410765925963074
98,0.326802834514381,-0.1625991577993005
99,0.33013755731554817,-0.1342247867979693
100,0.3334722801167153,0.1139197131185708
101,0.33680700291788246,-0.025681301299723513
102,0.3401417257190496,0.09711042191757076
103,0.34347644852021675,0.08820196809429429
104,0.3468111713213839,0.21499839338205667
105,0.3501458941225511,-0.07791300777666851
106,0.35348061692371824,-0.07537055429301662
107,0.3568153397248854,0.13957002963182807
108,0.36015006252605253,0.13035343530873506
109,0.3634847853272197,-0.27873920608691827
110,0.3668195081283868,0.24388334215003576
111,0.37015423092955396,0.18687092292990515
112,0.37348895373072116,-0.07652185294375717
113,0.3768236765318883,-0.017482356259605536
114,0.38015839933305545,-0.16200293578971628
115,0.3834931221342226,0.03817553834371089
116,0.38682784493538974,0.003576968632999753
117,0.3901625677365569,-0.22399790551651355
118,0.3934972905377241,0.1538871843960441
119,0.39683201333889123,0.216264912956601
120,0.4001667361400584,0.23403482443974327
121,0.4035014589412255,-0.0996265500453645
122,0.40683618174239267,-0.12240737926945736
123,0.4101709045435598,-0.03358460028532267
124,0.41350562734472696,-0.054398441022315516
125,0.41684035014589416,-0.1577827461588779
126,0.4201750729470613,-0.05353430360881224
127,0.42350979574822845,-0.04709397593455743
128,0.4268445185493956,-0.2323200159416219
129,0.43017924135056274,0.03629223821522609
130,0.4335139641517299,0.12899391642172756
131,0.436848686952897,0.05060513841956479
132,0.4401834097540642,0.1024120808122383
133,0.44351813255523137,-0.056161025725686715
134,0.4468528553563985,-0.13561021411399812
135,0.45018757815756566,0.16098050127645128
136,0.4535223009587328,0.05887365035897808
137,0.45685702375989995,0.20110180245060605
138,0.4601917465610671,-0.02946457732249652
139,0.4635264693622343,0.06522706752490195
140,0.46686119216340144,0.11586154636073967
141,0.4701959149645686,0.12694190543215222
142,0.47353063776573573,0.028584877581774516
143,0.4768653605669029,-0.046055481293998564
144,0.48020008336807,0.05274012845444111
145,0.4835348061692372,0.04454108661511803
146,0.48686952897040436,0.06899875522695047
147,0.4902042517715715,0.11171791247706918
148,0.49353897457273865,0.09760805719143306
149,0.4968736973739058,0.2740158154221929
150,0.5002084201750729,0.3057554422076409
151,0.5035431429762401,0.36055689989454787
152,0.5068778657774072,0.1568126371546903
