18,0.2
26,1.6
27,2.5
28,1.6
31,0.1
37,0.8
38,1
39,2
40,0.2
41,0.1
49,0.7
49.5,0.1
50,6.8
50.5,0.1
51,14.9
51.5,0.3
52,7.2
53,0.9
54,0.1
61,0.5
62,0.9
63,1.5
63.5,0.2
64,1.8
64.5,1.2
65,0.6
73,0.2
74,1.4
75,2.4
76,3.3
77,3
77.5,0.1
78,17.5
78.5,0.5
79,4.7
80,0.3
86,0.1
87,0.3
88,0.2
89,0.4
90,0.2
98,0.2
99,0.3
100,0.4
101,1.8
102,2.4
103,3
104,2.3
105,1
106,0.1
115,0.1
116,0.1
126,0.1
127,0.6
128,19.1
129,17.8
130,7.8
131,0.7
153,0.2
154,0.4
155,34
156,100
157,11.3
158,0.6
