14,0.7
15,1.8
16,0.3
17,1.7
18,7.5
19,0.2
20,0.1
25,0.3
26,3.2
27,19.3
28,9
29,8.8
30,0.5
31,0.9
32,0.4
34,0.1
36,0.3
37,1.4
38,2.5
39,14.1
40,2.9
41,26.3
42,17.7
43,50.8
44,9.4
45,11.2
46,0.5
47,0.5
49,0.2
50,1.3
51,2.8
52,1.9
53,3
54,1.9
55,17.8
56,2.3
57,4.5
58,0.7
59,0.6
60,100
61,3
62,1
63,1.8
64,1.3
65,3.7
66,2
67,2.8
68,2
69,6.9
70,8.2
71,76.5
72,3.8
73,35.6
74,1.7
75,1.3
76,1.5
77,5.3
78,2.4
79,2.7
80,1.6
81,7.8
82,3.7
83,4
84,2.4
85,2.3
86,2.9
87,3
88,2.8
89,3.3
90,1.7
91,4.1
92,1.2
93,1.3
94,1
95,2.3
96,1.8
97,4.1
98,5.1
99,2
100,1.4
101,2
102,3.1
103,5.1
104,2.7
105,2.7
106,0.8
107,1.3
108,0.8
109,1.7
110,1.4
111,1.9
112,0.9
113,1
114,1.7
115,2.3
116,4.9
117,2.8
118,1.9
119,1.1
120,0.5
121,1.3
122,0.7
123,1.1
124,0.9
125,1.1
126,1.3
127,1.3
128,2.4
129,3.9
130,4.9
131,3.1
132,0.7
133,0.7
134,0.4
135,0.7
136,0.4
137,0.7
138,0.6
139,0.8
140,1.5
141,2.3
142,1.6
143,4.2
144,2.9
145,1.9
146,0.7
147,0.7
148,0.4
149,0.5
150,0.5
151,0.7
152,0.9
153,1.5
154,1.2
155,2.5
156,25.3
157,7.1
158,2.5
159,1.1
160,0.4
161,0.3
162,0.3
163,0.4
164,0.3
165,0.5
166,0.6
167,1.1
168,3.5
169,5
170,13.1
171,32.1
172,7.3
173,1.4
174,0.3
175,0.3
176,0.2
177,0.3
178,0.3
179,0.6
180,0.9
181,1.9
182,2.4
183,2.1
184,2.1
185,1.7
186,1.8
187,0.6
188,0.2
189,0.2
190,0.2
191,0.3
192,0.6
193,1.3
194,1.7
195,1.9
196,7.7
197,5.2
198,7.4
199,8.9
200,2.5
201,1.4
202,0.3
203,0.2
204,0.2
205,0.5
206,0.9
207,1.7
208,2.7
209,7.9
210,12.9
211,3.2
212,1.1
213,3.4
214,2.2
215,0.5
216,0.3
217,0.3
218,0.5
219,0.6
220,1.8
221,1.8
222,2.6
223,2.8
224,6.9
225,2.1
226,1.4
227,1.6
228,0.8
229,0.7
230,0.3
231,0.3
232,0.5
233,0.7
234,3.4
235,8.9
236,8.1
237,4.4
238,3.9
239,1.3
240,1
241,2.1
242,62.7
243,51.1
244,7.7
245,1
246,0.4
247,0.4
248,0.7
249,0.7
250,1.8
251,2.3
252,2
253,1.1
254,1
255,0.9
256,6.4
257,2.3
258,0.5
259,0.3
260,0.5
261,0.7
262,0.9
263,1.1
264,1.3
265,0.8
266,2.5
267,6.3
268,2.5
269,1.7
270,0.7
271,0.3
272,0.3
273,0.2
274,0.2
275,0.3
276,0.4
277,0.8
278,1.3
279,1.7
280,2.9
281,17.3
282,3.6
283,0.9
284,0.5
285,1.3
286,0.5
287,0.2
288,0.2
289,0.2
290,0.2
291,0.3
292,0.4
293,1
294,0.9
295,2.2
296,1.1
297,1.1
298,0.6
299,0.3
300,0.2
301,0.2
302,0.2
303,0.2
304,0.7
305,1
306,3.6
307,6.7
308,9.9
309,2.4
310,0.7
311,0.8
312,0.5
313,0.6
314,0.3
315,0.6
316,0.2
317,0.2
318,0.2
319,0.2
320,0.3
321,1.3
322,1.9
323,4.3
324,4.8
325,1.3
326,0.5
327,0.5
328,0.2
329,0.2
330,0.1
331,0.1
332,0.1
333,0.1
334,0.1
335,0.1
336,0.2
337,0.3
338,0.2
339,1
340,1
341,2.9
342,0.7
343,0.5
344,0.2
345,0.9
346,0.3
347,0.3
348,0.2
349,0.2
350,0.2
351,0.1
352,0.1
353,0.2
354,0.2
355,0.3
356,0.2
357,0.7
358,0.3
359,0.8
360,0.2
361,0.1
364,0.1
365,0.2
366,0.3
367,0.4
368,0.6
369,0.3
370,0.1
374,0.1
375,1.4
376,0.5
377,0.5
378,0.1
379,0.2
380,0.1
381,0.3
382,0.3
383,0.3
384,0.2
385,0.3
386,0.2
387,0.1
392,0.3
393,0.8
394,1.6
395,1.2
396,0.9
397,0.4
398,0.2
399,0.2
408,0.1
409,0.7
410,1.3
411,7.3
412,2.2
413,0.6
414,0.2
415,0.4
416,0.2
427,0.6
428,0.6
429,1.3
430,0.4
431,0.2
438,0.1
445,2
446,0.9
447,0.3
448,0.1
453,0.1
454,0.1
455,0.1
469,0.2
470,0.1
480,0.3
481,1.9
482,9.3
483,2.9
484,0.6
485,0.4
486,0.2
496,0.1
497,1
498,1.9
499,2.1
500,0.7
501,0.2
515,1.8
516,1.4
517,0.5
518,0.2
569,2.7
570,1.6
571,0.5
572,0.1
585,1.3
586,1.8
587,0.5
656,0.2
657,0.2
